"3573.36537,-0.20818"
"3572.40116,-0.20775"
"3571.43695,-0.20718"
"3570.47274,-0.20659"
"3569.50853,-0.20609"
"3568.54432,-0.20588"
"3567.58011,-0.20616"
"3566.61590,-0.20668"
"3565.65168,-0.20701"
"3564.68747,-0.20688"
"3563.72326,-0.20637"
"3562.75905,-0.20583"
"3561.79484,-0.20545"
"3560.83063,-0.20512"
"3559.86642,-0.20483"
"3558.90221,-0.20456"
"3557.93800,-0.20423"
"3556.97379,-0.20384"
"3556.00958,-0.20349"
"3555.04537,-0.20322"
"3554.08115,-0.20302"
"3553.11694,-0.20286"
"3552.15273,-0.20270"
"3551.18852,-0.20249"
"3550.22431,-0.20212"
"3549.26010,-0.20161"
"3548.29589,-0.20114"
"3547.33168,-0.20089"
"3546.36747,-0.20089"
"3545.40326,-0.20096"
"3544.43905,-0.20096"
"3543.47484,-0.20086"
"3542.51062,-0.20065"
"3541.54641,-0.20033"
"3540.58220,-0.19997"
"3539.61799,-0.19965"
"3538.65378,-0.19939"
"3537.68957,-0.19915"
"3536.72536,-0.19889"
"3535.76115,-0.19865"
"3534.79694,-0.19840"
"3533.83273,-0.19808"
"3532.86852,-0.19773"
"3531.90431,-0.19737"
"3530.94009,-0.19708"
"3529.97588,-0.19692"
"3529.01167,-0.19688"
"3528.04746,-0.19692"
"3527.08325,-0.19696"
"3526.11904,-0.19691"
"3525.15483,-0.19676"
"3524.19062,-0.19656"
"3523.22641,-0.19639"
"3522.26220,-0.19624"
"3521.29799,-0.19600"
"3520.33378,-0.19562"
"3519.36956,-0.19522"
"3518.40535,-0.19497"
"3517.44114,-0.19489"
"3516.47693,-0.19486"
"3515.51272,-0.19477"
"3514.54851,-0.19458"
"3513.58430,-0.19433"
"3512.62009,-0.19413"
"3511.65588,-0.19406"
"3510.69167,-0.19407"
"3509.72746,-0.19399"
"3508.76325,-0.19379"
"3507.79903,-0.19347"
"3506.83482,-0.19310"
"3505.87061,-0.19282"
"3504.90640,-0.19265"
"3503.94219,-0.19253"
"3502.97798,-0.19244"
"3502.01377,-0.19243"
"3501.04956,-0.19241"
"3500.08535,-0.19231"
"3499.12114,-0.19213"
"3498.15693,-0.19190"
"3497.19272,-0.19163"
"3496.22850,-0.19144"
"3495.26429,-0.19136"
"3494.30008,-0.19130"
"3493.33587,-0.19116"
"3492.37166,-0.19093"
"3491.40745,-0.19068"
"3490.44324,-0.19048"
"3489.47903,-0.19036"
"3488.51482,-0.19030"
"3487.55061,-0.19035"
"3486.58640,-0.19034"
"3485.62218,-0.19016"
"3484.65797,-0.18991"
"3483.69376,-0.18972"
"3482.72955,-0.18967"
"3481.76534,-0.18983"
"3480.80113,-0.18997"
"3479.83692,-0.18982"
"3478.87271,-0.18941"
"3477.90850,-0.18901"
"3476.94429,-0.18875"
"3475.98008,-0.18866"
"3475.01587,-0.18870"
"3474.05165,-0.18876"
"3473.08744,-0.18867"
"3472.12323,-0.18851"
"3471.15902,-0.18840"
"3470.19481,-0.18834"
"3469.23060,-0.18827"
"3468.26639,-0.18814"
"3467.30218,-0.18792"
"3466.33797,-0.18774"
"3465.37376,-0.18767"
"3464.40955,-0.18762"
"3463.44534,-0.18754"
"3462.48112,-0.18748"
"3461.51691,-0.18739"
"3460.55270,-0.18730"
"3459.58849,-0.18728"
"3458.62428,-0.18726"
"3457.66007,-0.18714"
"3456.69586,-0.18698"
"3455.73165,-0.18693"
"3454.76744,-0.18692"
"3453.80323,-0.18682"
"3452.83902,-0.18667"
"3451.87481,-0.18657"
"3450.91059,-0.18646"
"3449.94638,-0.18628"
"3448.98217,-0.18600"
"3448.01796,-0.18578"
"3447.05375,-0.18594"
"3446.08954,-0.18626"
"3445.12533,-0.18617"
"3444.16112,-0.18582"
"3443.19691,-0.18564"
"3442.23270,-0.18569"
"3441.26849,-0.18582"
"3440.30428,-0.18579"
"3439.34006,-0.18562"
"3438.37585,-0.18551"
"3437.41164,-0.18552"
"3436.44743,-0.18555"
"3435.48322,-0.18547"
"3434.51901,-0.18529"
"3433.55480,-0.18516"
"3432.59059,-0.18517"
"3431.62638,-0.18521"
"3430.66217,-0.18513"
"3429.69796,-0.18498"
"3428.73375,-0.18481"
"3427.76953,-0.18465"
"3426.80532,-0.18452"
"3425.84111,-0.18448"
"3424.87690,-0.18449"
"3423.91269,-0.18445"
"3422.94848,-0.18432"
"3421.98427,-0.18417"
"3421.02006,-0.18412"
"3420.05585,-0.18427"
"3419.09164,-0.18443"
"3418.12743,-0.18438"
"3417.16322,-0.18420"
"3416.19900,-0.18406"
"3415.23479,-0.18396"
"3414.27058,-0.18392"
"3413.30637,-0.18392"
"3412.34216,-0.18398"
"3411.37795,-0.18402"
"3410.41374,-0.18398"
"3409.44953,-0.18394"
"3408.48532,-0.18395"
"3407.52111,-0.18396"
"3406.55690,-0.18398"
"3405.59269,-0.18404"
"3404.62847,-0.18402"
"3403.66426,-0.18387"
"3402.70005,-0.18390"
"3401.73584,-0.18459"
"3400.77163,-0.18483"
"3399.80742,-0.18412"
"3398.84321,-0.18386"
"3397.87900,-0.18386"
"3396.91479,-0.18396"
"3395.95058,-0.18404"
"3394.98637,-0.18399"
"3394.02216,-0.18393"
"3393.05794,-0.18402"
"3392.09373,-0.18422"
"3391.12952,-0.18432"
"3390.16531,-0.18425"
"3389.20110,-0.18421"
"3388.23689,-0.18427"
"3387.27268,-0.18428"
"3386.30847,-0.18420"
"3385.34426,-0.18419"
"3384.38005,-0.18430"
"3383.41584,-0.18444"
"3382.45163,-0.18453"
"3381.48741,-0.18462"
"3380.52320,-0.18478"
"3379.55899,-0.18494"
"3378.59478,-0.18498"
"3377.63057,-0.18494"
"3376.66636,-0.18497"
"3375.70215,-0.18510"
"3374.73794,-0.18529"
"3373.77373,-0.18545"
"3372.80952,-0.18548"
"3371.84531,-0.18547"
"3370.88110,-0.18558"
"3369.91688,-0.18578"
"3368.95267,-0.18596"
"3367.98846,-0.18605"
"3367.02425,-0.18606"
"3366.06004,-0.18606"
"3365.09583,-0.18616"
"3364.13162,-0.18636"
"3363.16741,-0.18654"
"3362.20320,-0.18667"
"3361.23899,-0.18685"
"3360.27478,-0.18703"
"3359.31056,-0.18713"
"3358.34635,-0.18718"
"3357.38214,-0.18728"
"3356.41793,-0.18743"
"3355.45372,-0.18752"
"3354.48951,-0.18750"
"3353.52530,-0.18748"
"3352.56109,-0.18758"
"3351.59688,-0.18773"
"3350.63267,-0.18787"
"3349.66846,-0.18805"
"3348.70425,-0.18823"
"3347.74003,-0.18834"
"3346.77582,-0.18843"
"3345.81161,-0.18855"
"3344.84740,-0.18862"
"3343.88319,-0.18863"
"3342.91898,-0.18869"
"3341.95477,-0.18881"
"3340.99056,-0.18890"
"3340.02635,-0.18900"
"3339.06214,-0.18919"
"3338.09793,-0.18941"
"3337.13372,-0.18960"
"3336.16950,-0.18976"
"3335.20529,-0.18986"
"3334.24108,-0.18990"
"3333.27687,-0.18994"
"3332.31266,-0.19001"
"3331.34845,-0.19006"
"3330.38424,-0.19007"
"3329.42003,-0.19010"
"3328.45582,-0.19016"
"3327.49161,-0.19025"
"3326.52740,-0.19036"
"3325.56319,-0.19043"
"3324.59897,-0.19049"
"3323.63476,-0.19054"
"3322.67055,-0.19058"
"3321.70634,-0.19062"
"3320.74213,-0.19068"
"3319.77792,-0.19076"
"3318.81371,-0.19086"
"3317.84950,-0.19097"
"3316.88529,-0.19104"
"3315.92108,-0.19106"
"3314.95687,-0.19109"
"3313.99266,-0.19115"
"3313.02844,-0.19119"
"3312.06423,-0.19122"
"3311.10002,-0.19125"
"3310.13581,-0.19122"
"3309.17160,-0.19118"
"3308.20739,-0.19125"
"3307.24318,-0.19135"
"3306.27897,-0.19136"
"3305.31476,-0.19133"
"3304.35055,-0.19136"
"3303.38634,-0.19140"
"3302.42213,-0.19144"
"3301.45791,-0.19148"
"3300.49370,-0.19149"
"3299.52949,-0.19148"
"3298.56528,-0.19147"
"3297.60107,-0.19147"
"3296.63686,-0.19151"
"3295.67265,-0.19153"
"3294.70844,-0.19154"
"3293.74423,-0.19160"
"3292.78002,-0.19168"
"3291.81581,-0.19171"
"3290.85160,-0.19172"
"3289.88738,-0.19177"
"3288.92317,-0.19187"
"3287.95896,-0.19201"
"3286.99475,-0.19211"
"3286.03054,-0.19212"
"3285.06633,-0.19209"
"3284.10212,-0.19211"
"3283.13791,-0.19223"
"3282.17370,-0.19239"
"3281.20949,-0.19247"
"3280.24528,-0.19240"
"3279.28107,-0.19234"
"3278.31685,-0.19240"
"3277.35264,-0.19245"
"3276.38843,-0.19246"
"3275.42422,-0.19250"
"3274.46001,-0.19255"
"3273.49580,-0.19271"
"3272.53159,-0.19297"
"3271.56738,-0.19313"
"3270.60317,-0.19316"
"3269.63896,-0.19316"
"3268.67475,-0.19317"
"3267.71054,-0.19322"
"3266.74632,-0.19326"
"3265.78211,-0.19327"
"3264.81790,-0.19335"
"3263.85369,-0.19351"
"3262.88948,-0.19362"
"3261.92527,-0.19370"
"3260.96106,-0.19385"
"3259.99685,-0.19400"
"3259.03264,-0.19402"
"3258.06843,-0.19403"
"3257.10422,-0.19418"
"3256.14001,-0.19441"
"3255.17579,-0.19457"
"3254.21158,-0.19468"
"3253.24737,-0.19479"
"3252.28316,-0.19487"
"3251.31895,-0.19493"
"3250.35474,-0.19500"
"3249.39053,-0.19509"
"3248.42632,-0.19519"
"3247.46211,-0.19526"
"3246.49790,-0.19534"
"3245.53369,-0.19551"
"3244.56948,-0.19576"
"3243.60526,-0.19595"
"3242.64105,-0.19605"
"3241.67684,-0.19619"
"3240.71263,-0.19639"
"3239.74842,-0.19653"
"3238.78421,-0.19657"
"3237.82000,-0.19658"
"3236.85579,-0.19666"
"3235.89158,-0.19684"
"3234.92737,-0.19704"
"3233.96316,-0.19718"
"3232.99894,-0.19733"
"3232.03473,-0.19757"
"3231.07052,-0.19783"
"3230.10631,-0.19797"
"3229.14210,-0.19798"
"3228.17789,-0.19799"
"3227.21368,-0.19811"
"3226.24947,-0.19835"
"3225.28526,-0.19860"
"3224.32105,-0.19883"
"3223.35684,-0.19898"
"3222.39263,-0.19910"
"3221.42841,-0.19923"
"3220.46420,-0.19932"
"3219.49999,-0.19938"
"3218.53578,-0.19948"
"3217.57157,-0.19964"
"3216.60736,-0.19986"
"3215.64315,-0.20012"
"3214.67894,-0.20035"
"3213.71473,-0.20057"
"3212.75052,-0.20076"
"3211.78631,-0.20086"
"3210.82210,-0.20090"
"3209.85788,-0.20108"
"3208.89367,-0.20140"
"3207.92946,-0.20167"
"3206.96525,-0.20185"
"3206.00104,-0.20204"
"3205.03683,-0.20224"
"3204.07262,-0.20241"
"3203.10841,-0.20255"
"3202.14420,-0.20268"
"3201.17999,-0.20278"
"3200.21578,-0.20282"
"3199.25157,-0.20291"
"3198.28735,-0.20312"
"3197.32314,-0.20340"
"3196.35893,-0.20363"
"3195.39472,-0.20378"
"3194.43051,-0.20390"
"3193.46630,-0.20401"
"3192.50209,-0.20413"
"3191.53788,-0.20433"
"3190.57367,-0.20460"
"3189.60946,-0.20485"
"3188.64525,-0.20499"
"3187.68104,-0.20508"
"3186.71682,-0.20521"
"3185.75261,-0.20536"
"3184.78840,-0.20550"
"3183.82419,-0.20569"
"3182.85998,-0.20591"
"3181.89577,-0.20611"
"3180.93156,-0.20626"
"3179.96735,-0.20636"
"3179.00314,-0.20642"
"3178.03893,-0.20656"
"3177.07472,-0.20681"
"3176.11051,-0.20706"
"3175.14629,-0.20721"
"3174.18208,-0.20731"
"3173.21787,-0.20742"
"3172.25366,-0.20756"
"3171.28945,-0.20771"
"3170.32524,-0.20786"
"3169.36103,-0.20805"
"3168.39682,-0.20826"
"3167.43261,-0.20848"
"3166.46840,-0.20866"
"3165.50419,-0.20882"
"3164.53998,-0.20898"
"3163.57576,-0.20914"
"3162.61155,-0.20925"
"3161.64734,-0.20931"
"3160.68313,-0.20938"
"3159.71892,-0.20956"
"3158.75471,-0.20983"
"3157.79050,-0.21006"
"3156.82629,-0.21019"
"3155.86208,-0.21026"
"3154.89787,-0.21034"
"3153.93366,-0.21052"
"3152.96945,-0.21076"
"3152.00523,-0.21091"
"3151.04102,-0.21100"
"3150.07681,-0.21107"
"3149.11260,-0.21117"
"3148.14839,-0.21132"
"3147.18418,-0.21148"
"3146.21997,-0.21160"
"3145.25576,-0.21166"
"3144.29155,-0.21174"
"3143.32734,-0.21186"
"3142.36313,-0.21203"
"3141.39892,-0.21223"
"3140.43470,-0.21241"
"3139.47049,-0.21250"
"3138.50628,-0.21258"
"3137.54207,-0.21267"
"3136.57786,-0.21279"
"3135.61365,-0.21291"
"3134.64944,-0.21300"
"3133.68523,-0.21305"
"3132.72102,-0.21321"
"3131.75681,-0.21346"
"3130.79260,-0.21369"
"3129.82839,-0.21383"
"3128.86417,-0.21388"
"3127.89996,-0.21390"
"3126.93575,-0.21399"
"3125.97154,-0.21416"
"3125.00733,-0.21432"
"3124.04312,-0.21437"
"3123.07891,-0.21445"
"3122.11470,-0.21466"
"3121.15049,-0.21487"
"3120.18628,-0.21492"
"3119.22207,-0.21498"
"3118.25786,-0.21512"
"3117.29364,-0.21521"
"3116.32943,-0.21523"
"3115.36522,-0.21535"
"3114.40101,-0.21552"
"3113.43680,-0.21560"
"3112.47259,-0.21558"
"3111.50838,-0.21558"
"3110.54417,-0.21570"
"3109.57996,-0.21592"
"3108.61575,-0.21607"
"3107.65154,-0.21609"
"3106.68732,-0.21609"
"3105.72311,-0.21615"
"3104.75890,-0.21625"
"3103.79469,-0.21636"
"3102.83048,-0.21644"
"3101.86627,-0.21651"
"3100.90206,-0.21661"
"3099.93785,-0.21674"
"3098.97364,-0.21682"
"3098.00943,-0.21689"
"3097.04522,-0.21697"
"3096.08101,-0.21708"
"3095.11679,-0.21716"
"3094.15258,-0.21718"
"3093.18837,-0.21722"
"3092.22416,-0.21737"
"3091.25995,-0.21755"
"3090.29574,-0.21765"
"3089.33153,-0.21767"
"3088.36732,-0.21770"
"3087.40311,-0.21781"
"3086.43890,-0.21794"
"3085.47469,-0.21800"
"3084.51048,-0.21800"
"3083.54626,-0.21801"
"3082.58205,-0.21809"
"3081.61784,-0.21820"
"3080.65363,-0.21830"
"3079.68942,-0.21847"
"3078.72521,-0.21869"
"3077.76100,-0.21881"
"3076.79679,-0.21881"
"3075.83258,-0.21881"
"3074.86837,-0.21890"
"3073.90416,-0.21900"
"3072.93995,-0.21903"
"3071.97573,-0.21903"
"3071.01152,-0.21908"
"3070.04731,-0.21923"
"3069.08310,-0.21942"
"3068.11889,-0.21958"
"3067.15468,-0.21973"
"3066.19047,-0.21983"
"3065.22626,-0.21981"
"3064.26205,-0.21980"
"3063.29784,-0.21987"
"3062.33363,-0.21989"
"3061.36942,-0.21991"
"3060.40520,-0.21997"
"3059.44099,-0.22004"
"3058.47678,-0.22005"
"3057.51257,-0.22002"
"3056.54836,-0.22011"
"3055.58415,-0.22032"
"3054.61994,-0.22045"
"3053.65573,-0.22046"
"3052.69152,-0.22045"
"3051.72731,-0.22044"
"3050.76310,-0.22044"
"3049.79889,-0.22048"
"3048.83467,-0.22057"
"3047.87046,-0.22066"
"3046.90625,-0.22072"
"3045.94204,-0.22077"
"3044.97783,-0.22082"
"3044.01362,-0.22085"
"3043.04941,-0.22089"
"3042.08520,-0.22097"
"3041.12099,-0.22104"
"3040.15678,-0.22103"
"3039.19257,-0.22097"
"3038.22836,-0.22095"
"3037.26414,-0.22102"
"3036.29993,-0.22113"
"3035.33572,-0.22119"
"3034.37151,-0.22116"
"3033.40730,-0.22107"
"3032.44309,-0.22100"
"3031.47888,-0.22100"
"3030.51467,-0.22101"
"3029.55046,-0.22099"
"3028.58625,-0.22095"
"3027.62204,-0.22087"
"3026.65783,-0.22077"
"3025.69361,-0.22073"
"3024.72940,-0.22072"
"3023.76519,-0.22062"
"3022.80098,-0.22046"
"3021.83677,-0.22039"
"3020.87256,-0.22037"
"3019.90835,-0.22034"
"3018.94414,-0.22028"
"3017.97993,-0.22020"
"3017.01572,-0.22010"
"3016.05151,-0.21994"
"3015.08730,-0.21976"
"3014.12308,-0.21955"
"3013.15887,-0.21933"
"3012.19466,-0.21914"
"3011.23045,-0.21895"
"3010.26624,-0.21871"
"3009.30203,-0.21843"
"3008.33782,-0.21810"
"3007.37361,-0.21777"
"3006.40940,-0.21753"
"3005.44519,-0.21735"
"3004.48098,-0.21712"
"3003.51677,-0.21677"
"3002.55255,-0.21634"
"3001.58834,-0.21587"
"3000.62413,-0.21522"
"2999.65992,-0.21488"
"2998.69571,-0.21446"
"2997.73150,-0.21405"
"2996.76729,-0.21356"
"2995.80308,-0.21302"
"2994.83887,-0.21260"
"2993.87466,-0.21231"
"2992.91045,-0.21205"
"2991.94624,-0.21170"
"2990.98202,-0.21123"
"2990.01781,-0.21073"
"2989.05360,-0.21032"
"2988.08939,-0.21002"
"2987.12518,-0.20982"
"2986.16097,-0.20968"
"2985.19676,-0.20955"
"2984.23255,-0.20938"
"2983.26834,-0.20918"
"2982.30413,-0.20903"
"2981.33992,-0.20892"
"2980.37571,-0.20874"
"2979.41149,-0.20850"
"2978.44728,-0.20834"
"2977.48307,-0.20835"
"2976.51886,-0.20842"
"2975.55465,-0.20835"
"2974.59044,-0.20817"
"2973.62623,-0.20801"
"2972.66202,-0.20791"
"2971.69781,-0.20787"
"2970.73360,-0.20781"
"2969.76939,-0.20767"
"2968.80517,-0.20760"
"2967.84096,-0.20768"
"2966.87675,-0.20775"
"2965.91254,-0.20776"
"2964.94833,-0.20780"
"2963.98412,-0.20793"
"2963.01991,-0.20810"
"2962.05570,-0.20824"
"2961.09149,-0.20831"
"2960.12728,-0.20832"
"2959.16307,-0.20830"
"2958.19886,-0.20825"
"2957.23464,-0.20820"
"2956.27043,-0.20816"
"2955.30622,-0.20805"
"2954.34201,-0.20791"
"2953.37780,-0.20791"
"2952.41359,-0.20802"
"2951.44938,-0.20799"
"2950.48517,-0.20787"
"2949.52096,-0.20782"
"2948.55675,-0.20784"
"2947.59254,-0.20786"
"2946.62833,-0.20786"
"2945.66411,-0.20789"
"2944.69990,-0.20793"
"2943.73569,-0.20797"
"2942.77148,-0.20804"
"2941.80727,-0.20815"
"2940.84306,-0.20827"
"2939.87885,-0.20829"
"2938.91464,-0.20817"
"2937.95043,-0.20798"
"2936.98622,-0.20784"
"2936.02201,-0.20778"
"2935.05780,-0.20785"
"2934.09358,-0.20794"
"2933.12937,-0.20788"
"2932.16516,-0.20776"
"2931.20095,-0.20780"
"2930.23674,-0.20789"
"2929.27253,-0.20784"
"2928.30832,-0.20766"
"2927.34411,-0.20751"
"2926.37990,-0.20747"
"2925.41569,-0.20745"
"2924.45148,-0.20738"
"2923.48727,-0.20729"
"2922.52305,-0.20721"
"2921.55884,-0.20713"
"2920.59463,-0.20714"
"2919.63042,-0.20723"
"2918.66621,-0.20733"
"2917.70200,-0.20752"
"2916.73779,-0.20785"
"2915.77358,-0.20827"
"2914.80937,-0.20871"
"2913.84516,-0.20913"
"2912.88095,-0.20952"
"2911.91674,-0.20994"
"2910.95252,-0.21040"
"2909.98831,-0.21075"
"2909.02410,-0.21091"
"2908.05989,-0.21099"
"2907.09568,-0.21111"
"2906.13147,-0.21126"
"2905.16726,-0.21134"
"2904.20305,-0.21132"
"2903.23884,-0.21126"
"2902.27463,-0.21123"
"2901.31042,-0.21122"
"2900.34621,-0.21121"
"2899.38199,-0.21120"
"2898.41778,-0.21121"
"2897.45357,-0.21121"
"2896.48936,-0.21120"
"2895.52515,-0.21118"
"2894.56094,-0.21117"
"2893.59673,-0.21118"
"2892.63252,-0.21118"
"2891.66831,-0.21122"
"2890.70410,-0.21126"
"2889.73989,-0.21127"
"2888.77568,-0.21130"
"2887.81146,-0.21137"
"2886.84725,-0.21141"
"2885.88304,-0.21135"
"2884.91883,-0.21129"
"2883.95462,-0.21133"
"2882.99041,-0.21145"
"2882.02620,-0.21154"
"2881.06199,-0.21158"
"2880.09778,-0.21161"
"2879.13357,-0.21166"
"2878.16936,-0.21173"
"2877.20515,-0.21181"
"2876.24093,-0.21186"
"2875.27672,-0.21193"
"2874.31251,-0.21204"
"2873.34830,-0.21218"
"2872.38409,-0.21230"
"2871.41988,-0.21244"
"2870.45567,-0.21261"
"2869.49146,-0.21275"
"2868.52725,-0.21282"
"2867.56304,-0.21293"
"2866.59883,-0.21311"
"2865.63462,-0.21332"
"2864.67040,-0.21356"
"2863.70619,-0.21382"
"2862.74198,-0.21408"
"2861.77777,-0.21434"
"2860.81356,-0.21458"
"2859.84935,-0.21479"
"2858.88514,-0.21501"
"2857.92093,-0.21524"
"2856.95672,-0.21552"
"2855.99251,-0.21581"
"2855.02830,-0.21605"
"2854.06409,-0.21623"
"2853.09987,-0.21637"
"2852.13566,-0.21659"
"2851.17145,-0.21694"
"2850.20724,-0.21741"
"2849.24303,-0.21799"
"2848.27882,-0.21864"
"2847.31461,-0.21928"
"2846.35040,-0.21987"
"2845.38619,-0.22040"
"2844.42198,-0.22086"
"2843.45777,-0.22128"
"2842.49355,-0.22163"
"2841.52934,-0.22193"
"2840.56513,-0.22222"
"2839.60092,-0.22249"
"2838.63671,-0.22271"
"2837.67250,-0.22291"
"2836.70829,-0.22308"
"2835.74408,-0.22321"
"2834.77987,-0.22330"
"2833.81566,-0.22341"
"2832.85145,-0.22360"
"2831.88724,-0.22381"
"2830.92302,-0.22398"
"2829.95881,-0.22407"
"2828.99460,-0.22411"
"2828.03039,-0.22419"
"2827.06618,-0.22432"
"2826.10197,-0.22448"
"2825.13776,-0.22469"
"2824.17355,-0.22486"
"2823.20934,-0.22489"
"2822.24513,-0.22488"
"2821.28092,-0.22495"
"2820.31671,-0.22505"
"2819.35249,-0.22514"
"2818.38828,-0.22518"
"2817.42407,-0.22521"
"2816.45986,-0.22525"
"2815.49565,-0.22530"
"2814.53144,-0.22539"
"2813.56723,-0.22550"
"2812.60302,-0.22556"
"2811.63881,-0.22558"
"2810.67460,-0.22559"
"2809.71039,-0.22560"
"2808.74618,-0.22559"
"2807.78196,-0.22557"
"2806.81775,-0.22560"
"2805.85354,-0.22568"
"2804.88933,-0.22573"
"2803.92512,-0.22575"
"2802.96091,-0.22575"
"2801.99670,-0.22574"
"2801.03249,-0.22575"
"2800.06828,-0.22578"
"2799.10407,-0.22580"
"2798.13986,-0.22579"
"2797.17565,-0.22578"
"2796.21143,-0.22580"
"2795.24722,-0.22581"
"2794.28301,-0.22579"
"2793.31880,-0.22575"
"2792.35459,-0.22573"
"2791.39038,-0.22573"
"2790.42617,-0.22571"
"2789.46196,-0.22563"
"2788.49775,-0.22555"
"2787.53354,-0.22558"
"2786.56933,-0.22569"
"2785.60512,-0.22577"
"2784.64090,-0.22579"
"2783.67669,-0.22576"
"2782.71248,-0.22570"
"2781.74827,-0.22564"
"2780.78406,-0.22564"
"2779.81985,-0.22571"
"2778.85564,-0.22571"
"2777.89143,-0.22558"
"2776.92722,-0.22551"
"2775.96301,-0.22554"
"2774.99880,-0.22561"
"2774.03459,-0.22570"
"2773.07037,-0.22579"
"2772.10616,-0.22577"
"2771.14195,-0.22567"
"2770.17774,-0.22561"
"2769.21353,-0.22563"
"2768.24932,-0.22561"
"2767.28511,-0.22558"
"2766.32090,-0.22561"
"2765.35669,-0.22568"
"2764.39248,-0.22575"
"2763.42827,-0.22579"
"2762.46406,-0.22580"
"2761.49984,-0.22579"
"2760.53563,-0.22576"
"2759.57142,-0.22571"
"2758.60721,-0.22566"
"2757.64300,-0.22564"
"2756.67879,-0.22563"
"2755.71458,-0.22563"
"2754.75037,-0.22567"
"2753.78616,-0.22575"
"2752.82195,-0.22581"
"2751.85774,-0.22584"
"2750.89353,-0.22583"
"2749.92931,-0.22579"
"2748.96510,-0.22575"
"2748.00089,-0.22578"
"2747.03668,-0.22584"
"2746.07247,-0.22585"
"2745.10826,-0.22578"
"2744.14405,-0.22571"
"2743.17984,-0.22575"
"2742.21563,-0.22586"
"2741.25142,-0.22590"
"2740.28721,-0.22588"
"2739.32300,-0.22587"
"2738.35878,-0.22587"
"2737.39457,-0.22586"
"2736.43036,-0.22585"
"2735.46615,-0.22584"
"2734.50194,-0.22587"
"2733.53773,-0.22593"
"2732.57352,-0.22595"
"2731.60931,-0.22587"
"2730.64510,-0.22577"
"2729.68089,-0.22575"
"2728.71668,-0.22585"
"2727.75247,-0.22596"
"2726.78825,-0.22599"
"2725.82404,-0.22599"
"2724.85983,-0.22599"
"2723.89562,-0.22602"
"2722.93141,-0.22606"
"2721.96720,-0.22604"
"2721.00299,-0.22597"
"2720.03878,-0.22594"
"2719.07457,-0.22598"
"2718.11036,-0.22605"
"2717.14615,-0.22604"
"2716.18193,-0.22597"
"2715.21772,-0.22593"
"2714.25351,-0.22591"
"2713.28930,-0.22591"
"2712.32509,-0.22593"
"2711.36088,-0.22598"
"2710.39667,-0.22601"
"2709.43246,-0.22600"
"2708.46825,-0.22600"
"2707.50404,-0.22605"
"2706.53983,-0.22609"
"2705.57562,-0.22609"
"2704.61140,-0.22610"
"2703.64719,-0.22611"
"2702.68298,-0.22610"
"2701.71877,-0.22606"
"2700.75456,-0.22599"
"2699.79035,-0.22592"
"2698.82614,-0.22595"
"2697.86193,-0.22602"
"2696.89772,-0.22603"
"2695.93351,-0.22599"
"2694.96930,-0.22600"
"2694.00509,-0.22604"
"2693.04087,-0.22603"
"2692.07666,-0.22599"
"2691.11245,-0.22599"
"2690.14824,-0.22603"
"2689.18403,-0.22603"
"2688.21982,-0.22595"
"2687.25561,-0.22591"
"2686.29140,-0.22593"
"2685.32719,-0.22593"
"2684.36298,-0.22594"
"2683.39877,-0.22599"
"2682.43456,-0.22603"
"2681.47034,-0.22606"
"2680.50613,-0.22609"
"2679.54192,-0.22604"
"2678.57771,-0.22595"
"2677.61350,-0.22590"
"2676.64929,-0.22588"
"2675.68508,-0.22590"
"2674.72087,-0.22594"
"2673.75666,-0.22597"
"2672.79245,-0.22595"
"2671.82824,-0.22589"
"2670.86403,-0.22586"
"2669.89981,-0.22588"
"2668.93560,-0.22590"
"2667.97139,-0.22592"
"2667.00718,-0.22593"
"2666.04297,-0.22588"
"2665.07876,-0.22583"
"2664.11455,-0.22584"
"2663.15034,-0.22593"
"2662.18613,-0.22599"
"2661.22192,-0.22598"
"2660.25771,-0.22593"
"2659.29350,-0.22588"
"2658.32928,-0.22582"
"2657.36507,-0.22579"
"2656.40086,-0.22580"
"2655.43665,-0.22582"
"2654.47244,-0.22582"
"2653.50823,-0.22578"
"2652.54402,-0.22575"
"2651.57981,-0.22572"
"2650.61560,-0.22569"
"2649.65139,-0.22568"
"2648.68718,-0.22575"
"2647.72297,-0.22581"
"2646.75875,-0.22582"
"2645.79454,-0.22581"
"2644.83033,-0.22576"
"2643.86612,-0.22570"
"2642.90191,-0.22568"
"2641.93770,-0.22569"
"2640.97349,-0.22568"
"2640.00928,-0.22566"
"2639.04507,-0.22570"
"2638.08086,-0.22579"
"2637.11665,-0.22580"
"2636.15244,-0.22576"
"2635.18822,-0.22574"
"2634.22401,-0.22574"
"2633.25980,-0.22571"
"2632.29559,-0.22565"
"2631.33138,-0.22557"
"2630.36717,-0.22554"
"2629.40296,-0.22559"
"2628.43875,-0.22566"
"2627.47454,-0.22568"
"2626.51033,-0.22568"
"2625.54612,-0.22567"
"2624.58191,-0.22565"
"2623.61769,-0.22561"
"2622.65348,-0.22560"
"2621.68927,-0.22561"
"2620.72506,-0.22561"
"2619.76085,-0.22563"
"2618.79664,-0.22564"
"2617.83243,-0.22562"
"2616.86822,-0.22562"
"2615.90401,-0.22564"
"2614.93980,-0.22564"
"2613.97559,-0.22563"
"2613.01138,-0.22559"
"2612.04716,-0.22553"
"2611.08295,-0.22551"
"2610.11874,-0.22554"
